Combination,Binding_Entity,Antigen,Seed,Approx_DeltaG_kcal_per_mol,Prodigy_DeltaG_kcal_per_mol,Contacts,Model_Path,Antibody_Type,Is_Scaled
nblys_1mel_gfp,nblys_1mel,gfp,1,-39.5,-9.0,395,results\model_directory\fold_nblys_1mel_gfp_seed_1_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,1,-25.5,-9.4,255,results\model_directory\fold_nblys_1mel_gfp_seed_1_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,1,-26.3,-9.3,263,results\model_directory\fold_nblys_1mel_gfp_seed_1_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,10,-27.5,-9.0,275,results\model_directory\fold_nblys_1mel_gfp_seed_10_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,10,-29.0,-8.3,290,results\model_directory\fold_nblys_1mel_gfp_seed_10_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,10,-28.6,-9.6,286,results\model_directory\fold_nblys_1mel_gfp_seed_10_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,10,-21.900000000000002,-9.4,219,results\model_directory\fold_nblys_1mel_gfp_seed_10_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,10,-22.3,-10.1,223,results\model_directory\fold_nblys_1mel_gfp_seed_10_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,2,-31.5,-10.1,315,results\model_directory\fold_nblys_1mel_gfp_seed_2_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,2,-37.9,-10.0,379,results\model_directory\fold_nblys_1mel_gfp_seed_2_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,2,-28.400000000000002,-9.5,284,results\model_directory\fold_nblys_1mel_gfp_seed_2_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,2,-36.0,-12.5,360,results\model_directory\fold_nblys_1mel_gfp_seed_2_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,2,-20.900000000000002,-8.9,209,results\model_directory\fold_nblys_1mel_gfp_seed_2_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,3,-34.7,-8.7,347,results\model_directory\fold_nblys_1mel_gfp_seed_3_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,3,-24.700000000000003,-10.4,247,results\model_directory\fold_nblys_1mel_gfp_seed_3_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,3,-37.9,-9.1,379,results\model_directory\fold_nblys_1mel_gfp_seed_3_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,3,-22.6,-10.4,226,results\model_directory\fold_nblys_1mel_gfp_seed_3_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,3,-28.6,-10.1,286,results\model_directory\fold_nblys_1mel_gfp_seed_3_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,4,-52.5,-10.5,525,results\model_directory\fold_nblys_1mel_gfp_seed_4_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,4,-47.300000000000004,-10.0,473,results\model_directory\fold_nblys_1mel_gfp_seed_4_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,4,-47.6,-9.6,476,results\model_directory\fold_nblys_1mel_gfp_seed_4_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,4,-40.7,-13.1,407,results\model_directory\fold_nblys_1mel_gfp_seed_4_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,4,-27.6,-9.6,276,results\model_directory\fold_nblys_1mel_gfp_seed_4_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,5,-38.6,-9.2,386,results\model_directory\fold_nblys_1mel_gfp_seed_5_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,5,-31.200000000000003,-9.8,312,results\model_directory\fold_nblys_1mel_gfp_seed_5_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,5,-43.300000000000004,-8.1,433,results\model_directory\fold_nblys_1mel_gfp_seed_5_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,5,-37.7,-8.7,377,results\model_directory\fold_nblys_1mel_gfp_seed_5_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,5,-40.900000000000006,-9.9,409,results\model_directory\fold_nblys_1mel_gfp_seed_5_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,6,-37.800000000000004,-10.4,378,results\model_directory\fold_nblys_1mel_gfp_seed_6_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,6,-47.6,-10.4,476,results\model_directory\fold_nblys_1mel_gfp_seed_6_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,6,-26.5,-8.6,265,results\model_directory\fold_nblys_1mel_gfp_seed_6_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,6,-31.0,-9.3,310,results\model_directory\fold_nblys_1mel_gfp_seed_6_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,6,-29.6,-9.2,296,results\model_directory\fold_nblys_1mel_gfp_seed_6_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,7,-31.5,-8.4,315,results\model_directory\fold_nblys_1mel_gfp_seed_7_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,7,-30.200000000000003,-8.7,302,results\model_directory\fold_nblys_1mel_gfp_seed_7_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,7,-38.1,-8.4,381,results\model_directory\fold_nblys_1mel_gfp_seed_7_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,7,-33.6,-10.0,336,results\model_directory\fold_nblys_1mel_gfp_seed_7_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,7,-31.900000000000002,-8.1,319,results\model_directory\fold_nblys_1mel_gfp_seed_7_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,8,-27.400000000000002,-8.3,274,results\model_directory\fold_nblys_1mel_gfp_seed_8_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,8,-30.400000000000002,-8.4,304,results\model_directory\fold_nblys_1mel_gfp_seed_8_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,8,-18.3,-8.2,183,results\model_directory\fold_nblys_1mel_gfp_seed_8_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,8,-22.5,-8.7,225,results\model_directory\fold_nblys_1mel_gfp_seed_8_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,8,-33.6,-9.9,336,results\model_directory\fold_nblys_1mel_gfp_seed_8_model_4.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,9,-29.700000000000003,-9.1,297,results\model_directory\fold_nblys_1mel_gfp_seed_9_model_0.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,9,-33.5,-9.1,335,results\model_directory\fold_nblys_1mel_gfp_seed_9_model_1.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,9,-21.8,-7.2,218,results\model_directory\fold_nblys_1mel_gfp_seed_9_model_2.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,9,-28.900000000000002,-10.3,289,results\model_directory\fold_nblys_1mel_gfp_seed_9_model_3.cif,1,False
nblys_1mel_gfp,nblys_1mel,gfp,9,-21.900000000000002,-9.2,219,results\model_directory\fold_nblys_1mel_gfp_seed_9_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,1,-44.2,-11.4,442,results\model_directory\fold_nblys_1mel_lys_seed_1_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,1,-42.1,-11.4,421,results\model_directory\fold_nblys_1mel_lys_seed_1_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,1,-44.6,-11.5,446,results\model_directory\fold_nblys_1mel_lys_seed_1_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,1,-46.7,-11.1,467,results\model_directory\fold_nblys_1mel_lys_seed_1_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,1,-44.5,-11.1,445,results\model_directory\fold_nblys_1mel_lys_seed_1_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,10,-45.800000000000004,-11.3,458,results\model_directory\fold_nblys_1mel_lys_seed_10_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,10,-45.800000000000004,-11.3,458,results\model_directory\fold_nblys_1mel_lys_seed_10_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,10,-46.1,-11.0,461,results\model_directory\fold_nblys_1mel_lys_seed_10_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,10,-44.400000000000006,-11.2,444,results\model_directory\fold_nblys_1mel_lys_seed_10_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,10,-43.1,-11.1,431,results\model_directory\fold_nblys_1mel_lys_seed_10_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,2,-44.5,-11.5,445,results\model_directory\fold_nblys_1mel_lys_seed_2_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,2,-43.400000000000006,-11.3,434,results\model_directory\fold_nblys_1mel_lys_seed_2_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,2,-43.1,-11.2,431,results\model_directory\fold_nblys_1mel_lys_seed_2_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,2,-43.6,-11.1,436,results\model_directory\fold_nblys_1mel_lys_seed_2_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,2,-42.0,-11.0,420,results\model_directory\fold_nblys_1mel_lys_seed_2_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,3,-42.5,-11.0,425,results\model_directory\fold_nblys_1mel_lys_seed_3_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,3,-44.0,-11.1,440,results\model_directory\fold_nblys_1mel_lys_seed_3_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,3,-40.7,-11.3,407,results\model_directory\fold_nblys_1mel_lys_seed_3_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,3,-42.2,-11.3,422,results\model_directory\fold_nblys_1mel_lys_seed_3_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,3,-42.5,-11.2,425,results\model_directory\fold_nblys_1mel_lys_seed_3_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,4,-43.6,-11.6,436,results\model_directory\fold_nblys_1mel_lys_seed_4_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,4,-45.2,-11.2,452,results\model_directory\fold_nblys_1mel_lys_seed_4_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,4,-44.6,-11.4,446,results\model_directory\fold_nblys_1mel_lys_seed_4_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,4,-46.6,-11.4,466,results\model_directory\fold_nblys_1mel_lys_seed_4_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,4,-44.800000000000004,-11.3,448,results\model_directory\fold_nblys_1mel_lys_seed_4_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,5,-44.900000000000006,-10.9,449,results\model_directory\fold_nblys_1mel_lys_seed_5_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,5,-44.400000000000006,-11.2,444,results\model_directory\fold_nblys_1mel_lys_seed_5_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,5,-43.5,-11.3,435,results\model_directory\fold_nblys_1mel_lys_seed_5_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,5,-43.6,-11.8,436,results\model_directory\fold_nblys_1mel_lys_seed_5_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,5,-44.300000000000004,-10.7,443,results\model_directory\fold_nblys_1mel_lys_seed_5_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,6,-45.7,-11.6,457,results\model_directory\fold_nblys_1mel_lys_seed_6_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,6,-43.2,-11.1,432,results\model_directory\fold_nblys_1mel_lys_seed_6_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,6,-43.400000000000006,-11.5,434,results\model_directory\fold_nblys_1mel_lys_seed_6_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,6,-45.2,-11.3,452,results\model_directory\fold_nblys_1mel_lys_seed_6_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,6,-40.800000000000004,-11.3,408,results\model_directory\fold_nblys_1mel_lys_seed_6_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,7,-45.2,-10.8,452,results\model_directory\fold_nblys_1mel_lys_seed_7_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,7,-45.400000000000006,-11.1,454,results\model_directory\fold_nblys_1mel_lys_seed_7_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,7,-43.900000000000006,-11.1,439,results\model_directory\fold_nblys_1mel_lys_seed_7_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,7,-43.1,-11.7,431,results\model_directory\fold_nblys_1mel_lys_seed_7_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,7,-41.5,-11.0,415,results\model_directory\fold_nblys_1mel_lys_seed_7_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,8,-40.900000000000006,-11.3,409,results\model_directory\fold_nblys_1mel_lys_seed_8_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,8,-44.400000000000006,-11.0,444,results\model_directory\fold_nblys_1mel_lys_seed_8_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,8,-43.6,-10.9,436,results\model_directory\fold_nblys_1mel_lys_seed_8_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,8,-44.2,-11.3,442,results\model_directory\fold_nblys_1mel_lys_seed_8_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,8,-42.1,-10.7,421,results\model_directory\fold_nblys_1mel_lys_seed_8_model_4.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,9,-42.7,-11.0,427,results\model_directory\fold_nblys_1mel_lys_seed_9_model_0.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,9,-44.1,-11.4,441,results\model_directory\fold_nblys_1mel_lys_seed_9_model_1.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,9,-40.1,-11.6,401,results\model_directory\fold_nblys_1mel_lys_seed_9_model_2.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,9,-42.0,-11.5,420,results\model_directory\fold_nblys_1mel_lys_seed_9_model_3.cif,1,False
nblys_1mel_lys,nblys_1mel,lys,9,-40.900000000000006,-11.3,409,results\model_directory\fold_nblys_1mel_lys_seed_9_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,1,-52.800000000000004,-11.3,528,results\model_directory\fold_nblys_1mel_mcherry_seed_1_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,1,-34.300000000000004,-9.0,343,results\model_directory\fold_nblys_1mel_mcherry_seed_1_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,1,-51.1,-10.3,511,results\model_directory\fold_nblys_1mel_mcherry_seed_1_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,1,-37.1,-10.3,371,results\model_directory\fold_nblys_1mel_mcherry_seed_1_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,1,-52.2,-10.9,522,results\model_directory\fold_nblys_1mel_mcherry_seed_1_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,10,-25.900000000000002,-8.2,259,results\model_directory\fold_nblys_1mel_mcherry_seed_10_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,10,-36.6,-10.0,366,results\model_directory\fold_nblys_1mel_mcherry_seed_10_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,10,-27.3,-8.3,273,results\model_directory\fold_nblys_1mel_mcherry_seed_10_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,10,-39.900000000000006,-8.9,399,results\model_directory\fold_nblys_1mel_mcherry_seed_10_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,10,-24.200000000000003,-7.6,242,results\model_directory\fold_nblys_1mel_mcherry_seed_10_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,2,-40.0,-10.7,400,results\model_directory\fold_nblys_1mel_mcherry_seed_2_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,2,-46.1,-11.0,461,results\model_directory\fold_nblys_1mel_mcherry_seed_2_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,2,-35.300000000000004,-9.1,353,results\model_directory\fold_nblys_1mel_mcherry_seed_2_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,2,-47.800000000000004,-9.6,478,results\model_directory\fold_nblys_1mel_mcherry_seed_2_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,2,-35.1,-10.5,351,results\model_directory\fold_nblys_1mel_mcherry_seed_2_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,3,-35.2,-9.9,352,results\model_directory\fold_nblys_1mel_mcherry_seed_3_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,3,-37.7,-10.0,377,results\model_directory\fold_nblys_1mel_mcherry_seed_3_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,3,-26.200000000000003,-7.2,262,results\model_directory\fold_nblys_1mel_mcherry_seed_3_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,3,-29.8,-9.8,298,results\model_directory\fold_nblys_1mel_mcherry_seed_3_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,3,-33.6,-7.3,336,results\model_directory\fold_nblys_1mel_mcherry_seed_3_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,4,-69.5,-14.0,695,results\model_directory\fold_nblys_1mel_mcherry_seed_4_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,4,-51.300000000000004,-10.5,513,results\model_directory\fold_nblys_1mel_mcherry_seed_4_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,4,-23.900000000000002,-8.8,239,results\model_directory\fold_nblys_1mel_mcherry_seed_4_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,4,-30.8,-9.9,308,results\model_directory\fold_nblys_1mel_mcherry_seed_4_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,4,-53.6,-9.9,536,results\model_directory\fold_nblys_1mel_mcherry_seed_4_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,5,-46.400000000000006,-11.2,464,results\model_directory\fold_nblys_1mel_mcherry_seed_5_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,5,-52.7,-11.2,527,results\model_directory\fold_nblys_1mel_mcherry_seed_5_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,5,-29.6,-8.4,296,results\model_directory\fold_nblys_1mel_mcherry_seed_5_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,5,-37.6,-10.1,376,results\model_directory\fold_nblys_1mel_mcherry_seed_5_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,5,-38.900000000000006,-9.5,389,results\model_directory\fold_nblys_1mel_mcherry_seed_5_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,6,-41.5,-9.7,415,results\model_directory\fold_nblys_1mel_mcherry_seed_6_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,6,-30.8,-9.0,308,results\model_directory\fold_nblys_1mel_mcherry_seed_6_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,6,-41.7,-11.8,417,results\model_directory\fold_nblys_1mel_mcherry_seed_6_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,6,-38.400000000000006,-12.2,384,results\model_directory\fold_nblys_1mel_mcherry_seed_6_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,6,-37.2,-9.4,372,results\model_directory\fold_nblys_1mel_mcherry_seed_6_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,7,-46.900000000000006,-10.0,469,results\model_directory\fold_nblys_1mel_mcherry_seed_7_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,7,-34.2,-9.6,342,results\model_directory\fold_nblys_1mel_mcherry_seed_7_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,7,-37.300000000000004,-8.1,373,results\model_directory\fold_nblys_1mel_mcherry_seed_7_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,7,-36.7,-8.1,367,results\model_directory\fold_nblys_1mel_mcherry_seed_7_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,7,-33.1,-7.7,331,results\model_directory\fold_nblys_1mel_mcherry_seed_7_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,8,-44.1,-11.3,441,results\model_directory\fold_nblys_1mel_mcherry_seed_8_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,8,-42.300000000000004,-10.9,423,results\model_directory\fold_nblys_1mel_mcherry_seed_8_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,8,-43.1,-8.9,431,results\model_directory\fold_nblys_1mel_mcherry_seed_8_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,8,-32.4,-9.1,324,results\model_directory\fold_nblys_1mel_mcherry_seed_8_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,8,-50.5,-11.1,505,results\model_directory\fold_nblys_1mel_mcherry_seed_8_model_4.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,9,-34.2,-10.2,342,results\model_directory\fold_nblys_1mel_mcherry_seed_9_model_0.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,9,-36.0,-8.9,360,results\model_directory\fold_nblys_1mel_mcherry_seed_9_model_1.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,9,-32.5,-9.4,325,results\model_directory\fold_nblys_1mel_mcherry_seed_9_model_2.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,9,-35.7,-10.0,357,results\model_directory\fold_nblys_1mel_mcherry_seed_9_model_3.cif,1,False
nblys_1mel_mcherry,nblys_1mel,mcherry,9,-30.400000000000002,-8.5,304,results\model_directory\fold_nblys_1mel_mcherry_seed_9_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,1,-43.2,-12.6,432,results\model_directory\fold_nblys_1mel_sars_seed_1_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,1,-30.400000000000002,-9.7,304,results\model_directory\fold_nblys_1mel_sars_seed_1_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,1,-37.1,-10.4,371,results\model_directory\fold_nblys_1mel_sars_seed_1_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,1,-32.5,-9.9,325,results\model_directory\fold_nblys_1mel_sars_seed_1_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,1,-42.0,-10.0,420,results\model_directory\fold_nblys_1mel_sars_seed_1_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,10,-38.900000000000006,-10.4,389,results\model_directory\fold_nblys_1mel_sars_seed_10_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,10,-30.700000000000003,-10.1,307,results\model_directory\fold_nblys_1mel_sars_seed_10_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,10,-36.300000000000004,-10.6,363,results\model_directory\fold_nblys_1mel_sars_seed_10_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,10,-32.6,-10.2,326,results\model_directory\fold_nblys_1mel_sars_seed_10_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,10,-29.0,-9.6,290,results\model_directory\fold_nblys_1mel_sars_seed_10_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,2,-36.300000000000004,-10.4,363,results\model_directory\fold_nblys_1mel_sars_seed_2_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,2,-42.6,-11.3,426,results\model_directory\fold_nblys_1mel_sars_seed_2_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,2,-37.300000000000004,-11.0,373,results\model_directory\fold_nblys_1mel_sars_seed_2_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,2,-45.7,-10.9,457,results\model_directory\fold_nblys_1mel_sars_seed_2_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,2,-46.7,-11.1,467,results\model_directory\fold_nblys_1mel_sars_seed_2_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,3,-74.10000000000001,-14.6,741,results\model_directory\fold_nblys_1mel_sars_seed_3_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,3,-57.400000000000006,-14.4,574,results\model_directory\fold_nblys_1mel_sars_seed_3_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,3,-65.3,-14.9,653,results\model_directory\fold_nblys_1mel_sars_seed_3_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,3,-60.0,-13.9,600,results\model_directory\fold_nblys_1mel_sars_seed_3_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,3,-29.5,-10.8,295,results\model_directory\fold_nblys_1mel_sars_seed_3_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,4,-68.3,-13.7,683,results\model_directory\fold_nblys_1mel_sars_seed_4_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,4,-53.7,-13.4,537,results\model_directory\fold_nblys_1mel_sars_seed_4_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,4,-56.7,-13.4,567,results\model_directory\fold_nblys_1mel_sars_seed_4_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,4,-58.5,-13.6,585,results\model_directory\fold_nblys_1mel_sars_seed_4_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,4,-39.1,-9.4,391,results\model_directory\fold_nblys_1mel_sars_seed_4_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,5,-58.1,-14.6,581,results\model_directory\fold_nblys_1mel_sars_seed_5_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,5,-66.60000000000001,-13.9,666,results\model_directory\fold_nblys_1mel_sars_seed_5_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,5,-56.0,-13.0,560,results\model_directory\fold_nblys_1mel_sars_seed_5_model_2.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,5,-55.300000000000004,-13.0,553,results\model_directory\fold_nblys_1mel_sars_seed_5_model_3.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,5,-38.0,-10.9,380,results\model_directory\fold_nblys_1mel_sars_seed_5_model_4.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,6,-55.300000000000004,-12.5,553,results\model_directory\fold_nblys_1mel_sars_seed_6_model_0.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,6,-50.5,-12.1,505,results\model_directory\fold_nblys_1mel_sars_seed_6_model_1.cif,1,False
nblys_1mel_sars,nblys_1mel,sars,6,-49.300000000000004,-11.5,493,results\model_directory\fold_nblys_1mel_sars_seed_6_model_2.cif,1,False
